n_victimas,fact_date,fact_time,comuna,street_type,alt_dir,street_name,cross_name,victim,accused,bike,car,pub_transp,bus,cyclist,severity
1,2019-01-02 00:00:00,05:15:00,13,SD,"PAZ, GRAL. AV. 1018, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-02 00:00:00,15:18:00,4,SD,"Colonia Av. y Uspallata 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-02 00:00:00,17:14:00,8,SD,"De La Torre, Lisandro 5475, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8C",,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-01-02 00:00:00,19:50:00,3,SD,"Riobamba y Rivadavia Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A",,,SD,SD,x,SD,x,SD,x,SD
1,2019-01-02 00:00:00,23:29:00,1,SD,"Alem, Leandro N. Av. y Mitre, Bartolome 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-02 00:00:00,07:15:00,1,SD,"Ramos Mejia, Jose Maria, Dr. Av. 1500, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-02 00:00:00,15:30:00,11,SD,"Viale, Luis 1802, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-02 00:00:00,10:00:00,4,SD,"Pi y Margall 420, Barrio: Boca  , jurisdicción comisaria:",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,02:05:00,1,SD,"Alem, Leandro N. Av. y Mitre, Bartolome 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,02:08:00,4,SD,"Regimiento De Patricios Av. y Arzobispo Espinosa 0, Barrio: Boca  , jurisdicción comisaria:  Vecinal 4D",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,08:47:00,4,SD,"Iriarte, Gral. Av. y Velez Sarsfield Av. 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,16:00:00,10,SD,"LOPE DE VEGA AV. Y BAIGORRIA 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 10A",,,SD,SD,x,SD,SD,SD,SD,SD
2,2019-01-03 00:00:00,09:10:00,14,SD,"Scalabrini Ortiz, Raul Av. y Paraguay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,09:50:00,1,SD,"Peru y Garay, Juan De Av. 0, Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,11:51:00,13,SD,"Freire, Ramon, Cap. Gral. y Elcano Av. 0, Barrio: Colegiales  , jurisdicción comisaria:  Vecinal 13C",,,SD,SD,x,SD,SD,SD,x,SD
1,2019-01-03 00:00:00,12:14:00,2,SD,"Laprida y Cordoba Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 2B",,,SD,SD,SD,SD,x,SD,SD,SD
2,2019-01-03 00:00:00,11:00:00,12,SD,"Balbin, Ricardo, Dr. Av. y Congreso Av. 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,13:44:00,10,SD,"Moliere 400, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,13:20:00,3,SD,"Republica Bolivariana De Venezuela y Saavedra 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B",,,MOTO,SD,x,SD,SD,x,SD,SD
1,2019-01-03 00:00:00,14:02:00,12,SD,"Paz, Gral. Av. y Donado 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-03 00:00:00,14:18:00,15,SD,"San Martin Av. 1907, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B",,,SD,SD,x,SD,SD,x,SD,SD
1,2019-01-03 00:00:00,12:38:00,12,SD,"Washington y Balbin, Ricardo, Dr. Av. 0, Barrio: Saavedra Via Publica , jurisdicción comisaria:  Vecinal 12A",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,12:40:00,4,SD,"Alcorta, Amancio Av. y Monteagudo 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B",,,SD,SD,SD,SD,SD,x,SD,SD
1,2019-01-03 00:00:00,16:30:00,9,SD,"Alberdi, Juan Bautista Av. 7268, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,11:00:00,3,SD,"Anchorena, Tomas Manuel De, Dr. 359, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,18:00:00,9,SD,"Alberdi, Juan Bautista Av. y Fonrouge 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",,,SD,SD,SD,SD,x,SD,SD,SD
2,2019-01-03 00:00:00,19:00:00,5,SD,"Castro 2131, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,19:34:00,1,SD,"Alvear, Marcelo T. De y 9 De Julio Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,18:20:00,12,SD,"San Isidro Labrador Av. y Ramallo 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,20:28:00,15,SD,"Terrada 3802, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,20:00:00,10,SD,"Alberdi, Juan Bautista Av. y Olivera Av. 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 10C",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-03 00:00:00,21:50:00,7,SD,"Neuquen y Alvarez, Donato, Tte. Gral. 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 7C",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,10:20:00,13,SD,"La Pampa 1827, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A",,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-01-04 00:00:00,13:40:00,12,SD,"Larralde, Crisologo Av. y Achega 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A",,,CICLISTA,SD,SD,SD,SD,SD,x,SD
2,2019-01-04 00:00:00,02:49:00,3,SD,"Pasco y Chile 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,08:00:00,3,SD,"Urquiza, Gral. e Independencia Av., Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,02:00:00,9,SD,"Peron, Eva Av. 7423, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",,,PEATON,SD,SD,SD,SD,SD,SD,SD
2,2019-01-04 00:00:00,09:45:00,10,SD,"Yerbal y Calderon De La Barca, Pedro 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,09:20:00,12,SD,"Campana y Bazurco 0, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 12B",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-04 00:00:00,11:31:00,13,SD,"Ramsay 2250, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,10:15:00,1,SD,"Defensa 993, Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,09:30:00,12,SD,"Albarellos Av. 2367, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 12B",,,PEATON,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,11:45:00,9,SD,"Oliden y Directorio Av. 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,12:19:00,11,SD,"Gonzalez, Elpidio y Cuenca 0, Barrio: Villa Santa Rita  , jurisdicción comisaria:  Vecinal 11A",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,12:30:00,15,SD,"Giribone y Plaza 0, Barrio:   , jurisdicción comisaria:",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,14:34:00,9,SD,"Lacarra Av. y Peron, Eva Av. 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-04 00:00:00,15:20:00,6,SD,"Guayaquil y Viel 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B",,,MOTO,SD,x,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,16:44:00,4,SD,"Montes De Oca, Manuel y Olavarria 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D",,,MOTO,SD,x,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,17:11:00,9,SD,"Larrazabal y Tonelero 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,16:00:00,15,SD,"Chorroarin Av. 300, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C",,,MOTO,SD,x,SD,SD,SD,x,SD
1,2019-01-04 00:00:00,19:21:00,5,SD,"Cochabamba y Liniers Virrey 0, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B",,,AUTO,SD,SD,x,SD,SD,SD,SD
2,2019-01-04 00:00:00,19:33:00,15,SD,"De Los Constituyentes Av. 3185, Barrio: Parque Chas  , jurisdicción comisaria:  Vecinal 15C",,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-01-04 00:00:00,17:53:00,No Especificada,SD,"aut. Dellepiane altura cruce con la calle Timoteo Gordillo , Barrio: No Especificada  , jurisdicción comisaria:",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-04 00:00:00,05:35:00,15,SD,"Corrientes Av. y Olleros 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A",,,PEATON,SD,SD,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,20:00:00,6,SD,"Diaz Velez Av. 5152, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A",,,MOTO,SD,x,SD,SD,SD,SD,SD
3,2019-01-04 00:00:00,20:47:00,15,SD,"Lacroze, Federico Av. 4100, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A",,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,22:01:00,10,SD,"Paz, Gral. Av. y Nazarre 0, Barrio: Villa Real  , jurisdicción comisaria:  Vecinal 10B",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,18:15:00,15,SD,"Cordoba Av. y Dorrego Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 15A",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,22:27:00,13,SD,"Alvarez Thomas Av. 625, Barrio: Colegiales  , jurisdicción comisaria:  Vecinal 13C",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,23:47:00,4,SD,"Gomez, Juan Carlos y Finochietto Enrique Dr. 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-04 00:00:00,21:00:00,10,SD,"Baigorria y Cervantes 0, Barrio: Monte Castro  , jurisdicción comisaria:  Vecinal 10A",,,PEATON,SD,SD,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,15:00:00,3,SD,"San Juan Av. y Jujuy Av. 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B",,,TRANSPORTE PUBLICO,SD,SD,SD,x,SD,SD,SD
1,2019-01-04 00:00:00,16:00:00,14,SD,"Cordoba Av. y Acuña De Figueroa, Francisco 0, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 14A",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,22:10:00,8,SD,"Cosquin y Fernandez De La Cruz, F., Gral. Av. 0, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8C",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,21:30:00,12,SD,"Superi y Congreso Av. 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-04 00:00:00,14:28:00,3,SD,"Mexico y Jujuy Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B",,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,13:40:00,10,SD,"Yerbal y Virgilio 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C",,,CICLISTA,SD,x,SD,SD,SD,x,SD
1,2019-01-05 00:00:00,23:30:00,3,SD,"La Rioja y Chile 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B",,,CICLISTA,SD,x,SD,SD,SD,x,SD
1,2019-01-05 00:00:00,00:22:00,5,SD,"Rivadavia Av. 3578, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A",,,SD,SD,SD,SD,SD,SD,SD,SD
3,2019-01-05 00:00:00,06:28:00,4,SD,"Alcorta, Amancio Av. y Ochoa, Enrique 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B",,,TRANSPORTE PUBLICO,SD,SD,SD,x,SD,SD,SD
1,2019-01-05 00:00:00,09:34:00,3,SD,"Autopista 25 De Mayo y Catamarca 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-05 00:00:00,08:20:00,3,SD,"Estados Unidos 1887, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,11:00:00,10,SD,"PAZ, GRAL. AV. Y NOGOYA 0, BARRIO: VERSALLES  , JURISDICCIÓN COMISARIA:  VECINAL 10B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,11:53:00,10,SD,"Garcia, Juan Agustin 4786, Barrio: Velez Sarsfield  , jurisdicción comisaria:  Vecinal 10A",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,11:55:00,3,SD,"Dean Funes 1433, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,10:30:00,8,SD,"San Pedrito y Chilavert, Martiniano, Coronel 0, Barrio: Villa Soldati  , jurisdicción comisaria:  Vecinal 8B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,06:00:00,1,SD,"Madero, Eduardo Av. y Guemes, Macacha 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1E",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,15:00:00,15,SD,"Padilla y Malabia 0, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,16:00:00,13,SD,"Cabildo Av. 3631, Barrio: Nuñez VIA METROBUS , jurisdicción comisaria:  Vecinal 13B",,,TRANSPORTE PUBLICO,SD,SD,SD,x,SD,SD,SD
1,2019-01-05 00:00:00,19:21:00,8,SD,"De La Torre, Lisandro y Barros Pazos, Jose 0, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8A",,,MOTO,SD,x,SD,SD,SD,SD,SD
2,2019-01-05 00:00:00,20:57:00,9,SD,"Asturias Av. 2800, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,23:40:00,15,SD,"Gavilan y Biarritz 0, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 15A",,,MOTO,SD,x,SD,x,SD,SD,SD
1,2019-01-05 00:00:00,21:30:00,10,SD,"Flores, Venancio, Gral. y Carrasco Av. 0, Barrio: Velez Sarsfield  , jurisdicción comisaria:  Vecinal 10A",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,22:00:00,11,SD,"Helguera 2999, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11B",,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-01-06 00:00:00,02:06:00,7,SD,"Alberdi, Juan Bautista Av. 3000, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C",,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-01-06 00:00:00,03:01:00,1,SD,"Comisaria:  Vecinal 1A. Calle y altura:  Pellegrini, Carlos 1175 Piso:  Dpto:  Barrio: Retiro",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-06 00:00:00,03:20:00,11,SD,"Chivilcoy Av. y Varela, Jose Pedro 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B",,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-06 00:00:00,07:00:00,2,SD,"Aguero y Beruti 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2A",,,MOTO,SD,x,SD,SD,x,SD,SD
1,2019-01-06 00:00:00,08:40:00,1,SD,"Esmeralda y Lavalle 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D",,,AUTO,SD,SD,x,SD,SD,SD,SD
2,2019-01-06 00:00:00,12:30:00,1,SD,"Irigoyen, Bernardo De y San Juan Av. 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-06 00:00:00,18:08:00,2,SD,"Cordoba Av. y Gallo 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-06 00:00:00,18:11:00,6,SD,"Alberdi, Juan Bautista Av. y Chirimay 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-06 00:00:00,19:25:00,15,SD,"Pueyrredon, Honorio, Dr. Av. y Figueroa, D. Apolinario, Coronel 0, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B",,,TRANSPORTE PUBLICO,SD,SD,SD,x,SD,SD,SD
1,2019-01-06 00:00:00,20:53:00,14,SD,"Mansilla, Lucio Norberto, General 4070, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A",,,MOTO,SD,x,SD,SD,SD,SD,SD
2,2019-01-06 00:00:00,21:30:00,12,SD,"Paz, Gral. Av. y Goyeneche, Roberto Parque Av. 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A",,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-07 00:00:00,20:56:00,7,SD,"Avellaneda Av. y Nazca Av. 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C",,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-01-07 00:00:00,12:00:00,11,SD,"Lope De Vega Av. y Asuncion 0, Barrio: Villa Real  , jurisdicción comisaria:  Vecinal 11B",,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-01-07 00:00:00,01:06:00,5,SD,"San Juan Av. y Castro Barros 0, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B",,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-07 00:00:00,01:00:00,6,SD,"Barco Centenera Del y Directorio Av. 0, Barrio: Parque Chacabuco  , jurisdicción comisaria:  Vecinal 6B",,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-01-07 00:00:00,09:02:00,13,SD,"11 De Septiembre De 1888 y Besares 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B",,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-07 00:00:00,07:20:00,9,SD,"De La Torre, Lisandro y Alberdi, Juan Bautista Av. 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",,,TRANSPORTE PUBLICO,SD,SD,SD,x,SD,SD,SD
1,2019-01-07 00:00:00,10:17:00,3,SD,"Mexico 2086, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B",,,MOTO,SD,x,SD,SD,SD,SD,SD
